,Posting Date,Order No.,Item,Quantity,Department,Time,Direct Cost,Overhead Cost,Departement Code,Sales Order,DC/Time,OC/Time,DC/Quantity,OC/Quantity,Labor Costs,Total Cost
4986,6/30/2023,POR-11045151,Headboard,2.0,machine,0.34,18.02,12.58,PRODUCTION,SOJ-12003892,52.99999999999999,37.0,9.01,6.29,0.17,30.6
4987,6/30/2023,POR-11045151,Headboard,2.0,Assembly,30.0,750.0,1110.0,PRODUCTION,SOJ-12003892,25.0,37.0,375.0,555.0,15.0,1860.0
4988,6/30/2023,POR-11045152,Bed,2.0,machine,0.76,25.2,15.54,PRODUCTION,SOJ-12003892,33.1578947368421,20.44736842105263,12.6,7.77,0.38,40.739999999999995
4989,6/30/2023,POR-11045152,Bed,2.0,Assembly,30.0,750.0,1110.0,PRODUCTION,SOJ-12003892,25.0,37.0,375.0,555.0,15.0,1860.0
4990,6/30/2023,POR-11045153,Night stand,2.0,Control&Packing,2.0,0.0,0.0,PRODUCTION,SOJ-12003892,0.0,0.0,0.0,0.0,1.0,0.0
4991,6/30/2023,POR-11045153,Night stand,2.0,Assembly,41.0,25.0,37.0,PRODUCTION,SOJ-12003892,0.6097560975609756,0.9024390243902439,12.5,18.5,20.5,62.0
4992,6/30/2023,POR-11045153,Night stand,2.0,machine,0.25,4.8,2.96,PRODUCTION,SOJ-12003892,19.2,11.84,2.4,1.48,0.125,7.76
4993,6/30/2023,POR-11045153,Night stand,2.0,Veneer,3.0,75.0,111.0,PRODUCTION,SOJ-12003892,25.0,37.0,37.5,55.5,1.5,186.0
4994,6/30/2023,POR-11045280,Cabinet,3.73,machine,0.5,4.8,2.96,PRODUCTION,SSO-12150083,9.6,5.92,1.2868632707774799,0.7935656836461126,0.13404825737265416,7.76
4995,6/30/2023,POR-11045280,Cabinet,3.73,Assembly,50.0,1000.0,1480.0,PRODUCTION,SSO-12150083,20.0,29.6,268.0965147453083,396.7828418230563,13.404825737265416,2480.0
4996,6/30/2023,POR-11045281,Book Case,8.6,machine,0.75,39.75,27.75,PRODUCTION,SSO-12150083,53.0,37.0,4.622093023255814,3.2267441860465116,0.0872093023255814,67.5
4997,6/30/2023,POR-11045281,Book Case,8.6,Assembly,50.0,1250.0,1850.0,PRODUCTION,SSO-12150083,25.0,37.0,145.34883720930233,215.11627906976744,5.813953488372094,3100.0
4998,6/30/2023,POR-11045282,Desk,3.12,machine,0.25,4.8,2.96,PRODUCTION,SSO-12150083,19.2,11.84,1.5384615384615383,0.9487179487179487,0.08012820512820512,7.76
4999,6/30/2023,POR-11045282,Desk,3.12,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12150083,25.0,37.0,120.1923076923077,177.8846153846154,4.8076923076923075,930.0
5000,6/30/2023,POR-11045283,Cabinet,12.0,machine,1.33,4.8,2.96,PRODUCTION,SSO-12150609,3.6090225563909772,2.225563909774436,0.39999999999999997,0.24666666666666667,0.11083333333333334,7.76
5001,6/30/2023,POR-11045283,Cabinet,12.0,Assembly,60.0,1500.0,2220.0,PRODUCTION,SSO-12150609,25.0,37.0,125.0,185.0,5.0,3720.0
5002,6/30/2023,POR-11045284,Window,29.92,machine,2.0,106.0,74.0,PRODUCTION,SSO-12150609,53.0,37.0,3.5427807486631013,2.4732620320855614,0.06684491978609625,180.0
5003,6/30/2023,POR-11045284,Window,29.92,Assembly,80.0,750.0,1110.0,PRODUCTION,SSO-12150609,9.375,13.875,25.066844919786096,37.09893048128342,2.6737967914438503,1860.0
5004,7/7/2023,POR-11045004,Round Side Table,2.0,machine,0.16,4.8,2.96,PRODUCTION,SSO-12158884,30.0,18.5,2.4,1.48,0.08,7.76
5005,7/7/2023,POR-11045004,Round Side Table,2.0,Veneer,0.5,12.5,18.5,PRODUCTION,SSO-12158884,25.0,37.0,6.25,9.25,0.25,31.0
5006,7/7/2023,POR-11045004,Round Side Table,2.0,Assembly,16.0,400.0,592.0,PRODUCTION,SSO-12158884,25.0,37.0,200.0,296.0,8.0,992.0
5007,7/7/2023,POR-11045005,Round Side Table,2.0,machine,0.16,4.8,2.96,PRODUCTION,SSO-12158884,30.0,18.5,2.4,1.48,0.08,7.76
5008,7/7/2023,POR-11045005,Round Side Table,2.0,Veneer,0.5,12.5,18.5,PRODUCTION,SSO-12158884,25.0,37.0,6.25,9.25,0.25,31.0
5009,7/7/2023,POR-11045005,Round Side Table,2.0,Assembly,16.0,400.0,592.0,PRODUCTION,SSO-12158884,25.0,37.0,200.0,296.0,8.0,992.0
5010,7/7/2023,POR-11045010,Sofa,1.0,machine,0.67,30.0,18.5,PRODUCTION,SSO-12158884,44.776119402985074,27.61194029850746,30.0,18.5,0.67,48.5
5012,7/7/2023,POR-11045011,Arm chair,2.0,machine,0.5,15.0,9.25,PRODUCTION,SSO-12158884,30.0,18.5,7.5,4.625,0.25,24.25
5013,7/7/2023,POR-11045011,Arm chair,2.0,Assembly,50.0,1250.0,1850.0,PRODUCTION,SSO-12158884,25.0,37.0,625.0,925.0,25.0,3100.0
5014,7/7/2023,POR-11045019,Bed,1.0,machine,0.92,25.2,15.54,PRODUCTION,SSO-12158884,27.391304347826086,16.891304347826086,25.2,15.54,0.92,40.739999999999995
5016,7/7/2023,POR-11045022,Bed,1.0,machine,0.92,25.2,15.54,PRODUCTION,SSO-12158884,27.391304347826086,16.891304347826086,25.2,15.54,0.92,40.739999999999995
5018,7/7/2023,POR-11045025,Bed,1.0,machine,0.92,25.2,15.54,PRODUCTION,SSO-12158884,27.391304347826086,16.891304347826086,25.2,15.54,0.92,40.739999999999995
5020,7/7/2023,POR-11045028,Arm chair,2.0,machine,2.5,25.2,15.54,PRODUCTION,SSO-12158884,10.08,6.215999999999999,12.6,7.77,1.25,40.739999999999995
5021,7/7/2023,POR-11045028,Arm chair,2.0,Assembly,40.0,1000.0,1480.0,PRODUCTION,SSO-12158884,25.0,37.0,500.0,740.0,20.0,2480.0
5022,7/7/2023,POR-11045177,Arm chair,2.0,machine,2.33,19.8,12.21,PRODUCTION,SSO-12158884,8.49785407725322,5.240343347639485,9.9,6.105,1.165,32.010000000000005
5023,7/7/2023,POR-11045177,Arm chair,2.0,Assembly,20.0,500.0,740.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,1240.0
5024,7/7/2023,POR-11045187,Arm chair,2.0,machine,0.5,25.2,15.54,PRODUCTION,SSO-12158884,50.4,31.08,12.6,7.77,0.25,40.739999999999995
5025,7/7/2023,POR-11045187,Arm chair,2.0,Assembly,30.0,750.0,1110.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,1860.0
5026,7/7/2023,POR-11045190,Mirror,1.0,machine,1.08,4.24,2.96,PRODUCTION,SSO-12158884,3.925925925925926,2.7407407407407405,4.24,2.96,1.08,7.2
5027,7/7/2023,POR-11045190,Mirror,1.0,Assembly,11.0,150.0,222.0,PRODUCTION,SSO-12158884,13.636363636363637,20.181818181818183,150.0,222.0,11.0,372.0
5028,7/7/2023,POR-11045193,Mirror,1.0,machine,1.08,4.24,2.96,PRODUCTION,SSO-12158884,3.925925925925926,2.7407407407407405,4.24,2.96,1.08,7.2
5029,7/7/2023,POR-11045193,Mirror,1.0,Assembly,11.0,150.0,222.0,PRODUCTION,SSO-12158884,13.636363636363637,20.181818181818183,150.0,222.0,11.0,372.0
5030,7/7/2023,POR-11045199,Mirror,1.0,machine,1.17,9.01,6.29,PRODUCTION,SSO-12158884,7.700854700854701,5.3760683760683765,9.01,6.29,1.17,15.3
5031,7/7/2023,POR-11045199,Mirror,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12158884,25.0,37.0,25.0,37.0,1.0,62.0
5032,7/7/2023,POR-11045199,Mirror,1.0,Assembly,18.0,200.0,296.0,PRODUCTION,SSO-12158884,11.11111111111111,16.444444444444443,200.0,296.0,18.0,496.0
5033,7/7/2023,POR-11045201,Round side table,1.0,machine,0.66,4.8,2.96,PRODUCTION,SSO-12158884,7.2727272727272725,4.484848484848484,4.8,2.96,0.66,7.76
5034,7/7/2023,POR-11045201,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5035,7/7/2023,POR-11045204,Mirror,1.0,machine,1.17,9.01,6.29,PRODUCTION,SSO-12158884,7.700854700854701,5.3760683760683765,9.01,6.29,1.17,15.3
5036,7/7/2023,POR-11045204,Mirror,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12158884,25.0,37.0,25.0,37.0,1.0,62.0
5037,7/7/2023,POR-11045204,Mirror,1.0,Assembly,18.0,200.0,296.0,PRODUCTION,SSO-12158884,11.11111111111111,16.444444444444443,200.0,296.0,18.0,496.0
5038,7/7/2023,POR-11045206,Round side table,1.0,machine,0.66,4.8,2.96,PRODUCTION,SSO-12158884,7.2727272727272725,4.484848484848484,4.8,2.96,0.66,7.76
5039,7/7/2023,POR-11045206,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5040,7/7/2023,POR-11045209,Mirror,1.0,machine,1.17,9.01,6.29,PRODUCTION,SSO-12158884,7.700854700854701,5.3760683760683765,9.01,6.29,1.17,15.3
5041,7/7/2023,POR-11045209,Mirror,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12158884,25.0,37.0,25.0,37.0,1.0,62.0
5042,7/7/2023,POR-11045209,Mirror,1.0,Assembly,18.0,200.0,296.0,PRODUCTION,SSO-12158884,11.11111111111111,16.444444444444443,200.0,296.0,18.0,496.0
5043,7/7/2023,POR-11045211,Round side table,1.0,machine,0.66,4.8,2.96,PRODUCTION,SSO-12158884,7.2727272727272725,4.484848484848484,4.8,2.96,0.66,7.76
5044,7/7/2023,POR-11045211,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5045,7/7/2023,POR-11045225,Sofa,1.0,machine,0.75,30.0,18.5,PRODUCTION,SSO-12158884,40.0,24.666666666666668,30.0,18.5,0.75,48.5
5046,7/7/2023,POR-11045225,Sofa,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12158884,25.0,37.0,25.0,37.0,1.0,62.0
5048,7/7/2023,POR-11045226,Arm chair,4.0,machine,1.25,75.0,46.25,PRODUCTION,SSO-12158884,60.0,37.0,18.75,11.5625,0.3125,121.25
5049,7/7/2023,POR-11045226,Arm chair,4.0,Assembly,80.0,2000.0,2960.0,PRODUCTION,SSO-12158884,25.0,37.0,500.0,740.0,20.0,4960.0
5050,7/7/2023,POR-11045231,Round side table,1.0,machine,3.41,4.24,2.96,PRODUCTION,SSO-12158884,1.2434017595307918,0.8680351906158358,4.24,2.96,3.41,7.2
5051,7/7/2023,POR-11045231,Round side table,1.0,Assembly,16.0,150.0,222.0,PRODUCTION,SSO-12158884,9.375,13.875,150.0,222.0,16.0,372.0
5052,7/7/2023,POR-11045231,Round side table,1.0,Veneer,4.0,100.0,148.0,PRODUCTION,SSO-12158884,25.0,37.0,100.0,148.0,4.0,248.0
5053,7/7/2023,POR-11045232,Round side table,1.0,machine,2.33,15.0,9.25,PRODUCTION,SSO-12158884,6.437768240343347,3.9699570815450644,15.0,9.25,2.33,24.25
5054,7/7/2023,POR-11045232,Round side table,1.0,Veneer,4.0,100.0,148.0,PRODUCTION,SSO-12158884,25.0,37.0,100.0,148.0,4.0,248.0
5055,7/7/2023,POR-11045232,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5056,7/7/2023,POR-11045233,Round side table,1.0,machine,2.33,15.0,9.25,PRODUCTION,SSO-12158884,6.437768240343347,3.9699570815450644,15.0,9.25,2.33,24.25
5057,7/7/2023,POR-11045233,Round side table,1.0,Veneer,4.0,100.0,148.0,PRODUCTION,SSO-12158884,25.0,37.0,100.0,148.0,4.0,248.0
5058,7/7/2023,POR-11045233,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5059,7/7/2023,POR-11045236,Round center table,2.0,machine,2.76,20.4,12.58,PRODUCTION,SSO-12158884,7.391304347826087,4.557971014492754,10.2,6.29,1.38,32.98
5060,7/7/2023,POR-11045236,Round center table,2.0,Veneer,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,125.0,185.0,5.0,620.0
5062,7/7/2023,POR-11045242,Sofa,5.0,machine,0.92,45.0,27.75,PRODUCTION,SSO-12158884,48.91304347826087,30.163043478260867,9.0,5.55,0.184,72.75
5063,7/7/2023,POR-11045242,Sofa,5.0,Assembly,40.0,1000.0,1480.0,PRODUCTION,SSO-12158884,25.0,37.0,200.0,296.0,8.0,2480.0
5064,7/7/2023,POR-11045273,Headboard,6.53,machine,0.67,35.51,24.79,PRODUCTION,PROD-CARPENTRY-0001,52.99999999999999,37.0,5.437978560490046,3.7963246554364467,0.10260336906584992,60.3
5065,7/7/2023,POR-11045273,Headboard,6.53,Assembly,25.0,625.0,925.0,PRODUCTION,PROD-CARPENTRY-0004,25.0,37.0,95.71209800918835,141.65390505359878,3.8284839203675345,1550.0
5066,7/7/2023,POR-11045274,Bed,1.0,machine,0.5,15.0,9.25,PRODUCTION,SOJ-12003889,30.0,18.5,15.0,9.25,0.5,24.25
5067,7/7/2023,POR-11045274,Bed,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SOJ-12003889,25.0,37.0,375.0,555.0,15.0,930.0
5068,7/7/2023,POR-11045275,Headboard,10.28,machine,0.75,39.75,27.75,PRODUCTION,SOJ-12003889,53.0,37.0,3.8667315175097277,2.6994163424124515,0.07295719844357977,67.5
5069,7/7/2023,POR-11045275,Headboard,10.28,Assembly,25.0,625.0,925.0,PRODUCTION,SOJ-12003889,25.0,37.0,60.797665369649806,89.98054474708172,2.4319066147859925,1550.0
5070,7/7/2023,POR-11045276,Bed,1.0,machine,0.5,15.0,9.25,PRODUCTION,SOJ-12003889,30.0,18.5,15.0,9.25,0.5,24.25
5071,7/7/2023,POR-11045276,Bed,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SOJ-12003889,25.0,37.0,375.0,555.0,15.0,930.0
5072,7/7/2023,POR-11045278,Dresser,1.0,machine,0.5,4.8,2.96,PRODUCTION,SOJ-12003889,9.6,5.92,4.8,2.96,0.5,7.76
5073,7/7/2023,POR-11045278,Dresser,1.0,Veneer,6.0,25.0,37.0,PRODUCTION,SOJ-12003889,4.166666666666667,6.166666666666667,25.0,37.0,6.0,62.0
5075,7/7/2023,POR-11045286,Arm chair,4.0,machine,1.0,60.0,37.0,PRODUCTION,SSO-12157123,60.0,37.0,15.0,9.25,0.25,97.0
5076,7/7/2023,POR-11045286,Arm chair,4.0,Assembly,100.0,2500.0,3700.0,PRODUCTION,SSO-12157123,25.0,37.0,625.0,925.0,25.0,6200.0
5077,7/7/2023,POR-11045288,Arm chair,2.0,machine,0.5,30.0,18.5,PRODUCTION,PROD-CARPENTRY-0001,60.0,37.0,15.0,9.25,0.25,48.5
5078,7/7/2023,POR-11045288,Arm chair,2.0,Assembly,50.0,1250.0,1850.0,PRODUCTION,PROD-CARPENTRY-0004,25.0,37.0,625.0,925.0,25.0,3100.0
5079,7/13/2023,POR-11044645,Round side table,4.0,machine,1.42,15.0,9.25,PRODUCTION,SSO-12152434,10.563380281690142,6.514084507042254,3.75,2.3125,0.355,24.25
5080,7/13/2023,POR-11044645,Round side table,4.0,Assembly,100.0,2500.0,3700.0,PRODUCTION,SSO-12152434,25.0,37.0,625.0,925.0,25.0,6200.0
5081,7/13/2023,POR-11044778,Round center table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12152434,25.0,37.0,250.0,370.0,10.0,620.0
5082,7/13/2023,POR-11044782,Dresser,1.0,machine,0.34,10.2,6.29,PRODUCTION,SSO-12152434,29.999999999999996,18.5,10.2,6.29,0.34,16.49
5083,7/13/2023,POR-11044782,Dresser,1.0,Veneer,2.0,50.0,74.0,PRODUCTION,SSO-12152434,25.0,37.0,50.0,74.0,2.0,124.0
5086,7/13/2023,POR-11044783,Cabinet,1.0,machine,0.17,9.01,6.29,PRODUCTION,SSO-12152434,52.99999999999999,37.0,9.01,6.29,0.17,15.3
5087,7/13/2023,POR-11044783,Cabinet,1.0,Veneer,2.0,50.0,74.0,PRODUCTION,SSO-12152434,25.0,37.0,50.0,74.0,2.0,124.0
5088,7/13/2023,POR-11044787,TV unit,1.0,machine,1.75,10.2,6.29,PRODUCTION,SSO-12152434,5.828571428571428,3.5942857142857143,10.2,6.29,1.75,16.49
5089,7/13/2023,POR-11044787,TV unit,1.0,Veneer,3.0,75.0,111.0,PRODUCTION,SSO-12152434,25.0,37.0,75.0,111.0,3.0,186.0
5091,7/13/2023,POR-11044788,Rectangular Dining Table,1.0,machine,2.34,60.0,37.0,PRODUCTION,SSO-12152434,25.641025641025642,15.811965811965813,60.0,37.0,2.34,97.0
5093,7/13/2023,POR-11044799,Desk,1.0,machine,1.42,10.2,6.29,PRODUCTION,SSO-12152434,7.183098591549296,4.429577464788733,10.2,6.29,1.42,16.49
5094,7/13/2023,POR-11044799,Desk,1.0,Veneer,5.0,125.0,185.0,PRODUCTION,SSO-12152434,25.0,37.0,125.0,185.0,5.0,310.0
5096,7/13/2023,POR-11044802,Round side table,1.0,machine,0.41,4.8,2.96,PRODUCTION,SSO-12152434,11.707317073170731,7.219512195121951,4.8,2.96,0.41,7.76
5097,7/13/2023,POR-11044802,Round side table,1.0,Veneer,2.0,50.0,74.0,PRODUCTION,SSO-12152434,25.0,37.0,50.0,74.0,2.0,124.0
5098,7/13/2023,POR-11044802,Round side table,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12152434,25.0,37.0,375.0,555.0,15.0,930.0
5099,7/13/2023,POR-11045020,Night stand,2.0,machine,1.17,10.2,6.29,PRODUCTION,SSO-12158884,8.717948717948717,5.3760683760683765,5.1,3.145,0.585,16.49
5100,7/13/2023,POR-11045020,Night stand,2.0,Veneer,5.0,125.0,185.0,PRODUCTION,SSO-12158884,25.0,37.0,62.5,92.5,2.5,310.0
5101,7/13/2023,POR-11045020,Night stand,2.0,Assembly,40.0,1000.0,1480.0,PRODUCTION,SSO-12158884,25.0,37.0,500.0,740.0,20.0,2480.0
5102,7/13/2023,POR-11045023,Night stand,2.0,machine,1.17,10.2,6.29,PRODUCTION,SSO-12158884,8.717948717948717,5.3760683760683765,5.1,3.145,0.585,16.49
5103,7/13/2023,POR-11045023,Night stand,2.0,Veneer,5.0,125.0,185.0,PRODUCTION,SSO-12158884,25.0,37.0,62.5,92.5,2.5,310.0
5104,7/13/2023,POR-11045023,Night stand,2.0,Assembly,40.0,1000.0,1480.0,PRODUCTION,SSO-12158884,25.0,37.0,500.0,740.0,20.0,2480.0
5105,7/13/2023,POR-11045026,Night stand,2.0,machine,1.17,10.2,6.29,PRODUCTION,SSO-12158884,8.717948717948717,5.3760683760683765,5.1,3.145,0.585,16.49
5106,7/13/2023,POR-11045026,Night stand,2.0,Veneer,5.0,125.0,185.0,PRODUCTION,SSO-12158884,25.0,37.0,62.5,92.5,2.5,310.0
5107,7/13/2023,POR-11045026,Night stand,2.0,Assembly,40.0,1000.0,1480.0,PRODUCTION,SSO-12158884,25.0,37.0,500.0,740.0,20.0,2480.0
5108,7/13/2023,POR-11045031,Round side table,1.0,machine,0.16,4.8,2.96,PRODUCTION,SSO-12158884,30.0,18.5,4.8,2.96,0.16,7.76
5109,7/13/2023,POR-11045031,Round side table,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
5110,7/13/2023,POR-11045032,Bed,1.0,machine,1.01,25.2,15.54,PRODUCTION,SSO-12158884,24.95049504950495,15.386138613861386,25.2,15.54,1.01,40.739999999999995
5112,7/13/2023,POR-11045035,Bed,1.0,machine,1.0,25.2,15.54,PRODUCTION,SSO-12158884,25.2,15.54,25.2,15.54,1.0,40.739999999999995
5114,7/13/2023,POR-11045063,Chaise Lounge,1.0,machine,0.34,20.4,12.58,PRODUCTION,SSO-12158884,59.99999999999999,37.0,20.4,12.58,0.34,32.98
5116,7/13/2023,POR-11045064,Chaise Lounge,1.0,machine,0.34,20.4,12.58,PRODUCTION,SSO-12158884,59.99999999999999,37.0,20.4,12.58,0.34,32.98
5118,7/13/2023,POR-11045065,Chaise Lounge,1.0,machine,0.34,20.4,12.58,PRODUCTION,SSO-12158884,59.99999999999999,37.0,20.4,12.58,0.34,32.98
5119,7/13/2023,POR-11045065,Chaise Lounge,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,930.0
5120,7/13/2023,POR-11045066,Wall Decoration,29.11,machine,5.0,60.0,37.0,PRODUCTION,SSO-12158884,12.0,7.4,2.0611473720371007,1.2710408794228787,0.17176228100309174,97.0
5121,7/13/2023,POR-11045066,Wall Decoration,29.11,Veneer,36.0,400.0,592.0,PRODUCTION,SSO-12158884,11.11111111111111,16.444444444444443,13.740982480247338,20.33665407076606,1.2366884232222604,992.0
5122,7/13/2023,POR-11045066,Wall Decoration,29.11,Assembly,445.0,2375.0,3515.0,PRODUCTION,SSO-12158884,5.337078651685394,7.898876404494382,81.58708347646856,120.74888354517348,15.286843009275163,5890.0
5123,7/13/2023,POR-11045072,Console,3.0,machine,4.75,30.0,18.5,PRODUCTION,SSO-12158884,6.315789473684211,3.8947368421052633,10.0,6.166666666666667,1.5833333333333333,48.5
5124,7/13/2023,POR-11045072,Console,3.0,Veneer,14.0,50.0,74.0,PRODUCTION,SSO-12158884,3.5714285714285716,5.285714285714286,16.666666666666668,24.666666666666668,4.666666666666667,124.0
5126,7/13/2023,POR-11045076,Round side table,2.0,machine,4.25,4.8,2.96,PRODUCTION,SSO-12158884,1.1294117647058823,0.6964705882352941,2.4,1.48,2.125,7.76
5127,7/13/2023,POR-11045076,Round side table,2.0,Veneer,4.0,100.0,148.0,PRODUCTION,SSO-12158884,25.0,37.0,50.0,74.0,2.0,248.0
5128,7/13/2023,POR-11045076,Round side table,2.0,Assembly,50.0,500.0,740.0,PRODUCTION,SSO-12158884,10.0,14.8,250.0,370.0,25.0,1240.0
5129,7/13/2023,POR-11045077,Arm chair,12.0,machine,3.0,179.99,111.01,PRODUCTION,SSO-12158884,59.99666666666667,37.00333333333334,14.999166666666667,9.250833333333334,0.25,291.0
5130,7/13/2023,POR-11045077,Arm chair,12.0,Assembly,240.0,600.0,888.0,PRODUCTION,SSO-12158884,2.5,3.7,50.0,74.0,20.0,1488.0
5131,7/13/2023,POR-11045078,Sofa,3.5,machine,0.58,34.8,21.46,PRODUCTION,SSO-12158884,60.0,37.00000000000001,9.942857142857141,6.131428571428572,0.1657142857142857,56.26
5132,7/13/2023,POR-11045078,Sofa,3.5,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12158884,25.0,37.0,178.57142857142858,264.2857142857143,7.142857142857143,1550.0
5133,7/13/2023,POR-11045079,Sofa,3.0,machine,0.5,30.0,18.5,PRODUCTION,SSO-12158884,60.0,37.0,10.0,6.166666666666667,0.16666666666666666,48.5
5134,7/13/2023,POR-11045079,Sofa,3.0,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12158884,25.0,37.0,208.33333333333334,308.3333333333333,8.333333333333334,1550.0
5135,7/13/2023,POR-11045080,Sofa,3.0,machine,0.5,30.0,18.5,PRODUCTION,SSO-12158884,60.0,37.0,10.0,6.166666666666667,0.16666666666666666,48.5
5136,7/13/2023,POR-11045080,Sofa,3.0,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12158884,25.0,37.0,208.33333333333334,308.3333333333333,8.333333333333334,1550.0
5137,7/13/2023,POR-11045081,Sofa,3.0,machine,0.5,30.0,18.5,PRODUCTION,SSO-12158884,60.0,37.0,10.0,6.166666666666667,0.16666666666666666,48.5
5138,7/13/2023,POR-11045081,Sofa,3.0,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12158884,25.0,37.0,208.33333333333334,308.3333333333333,8.333333333333334,1550.0
5139,7/13/2023,POR-11045082,Sofa,3.0,machine,0.5,30.0,18.5,PRODUCTION,SSO-12158884,60.0,37.0,10.0,6.166666666666667,0.16666666666666666,48.5
5140,7/13/2023,POR-11045082,Sofa,3.0,Assembly,25.0,625.0,925.0,PRODUCTION,SSO-12158884,25.0,37.0,208.33333333333334,308.3333333333333,8.333333333333334,1550.0
5141,7/13/2023,POR-11045087,Sofa,3.0,machine,0.58,34.8,21.46,PRODUCTION,SSO-12158884,60.0,37.00000000000001,11.6,7.153333333333333,0.19333333333333333,56.26
5142,7/13/2023,POR-11045087,Sofa,3.0,Assembly,30.0,750.0,1110.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,1860.0
5143,7/13/2023,POR-11045088,Sofa,4.0,machine,2.5,150.0,92.5,PRODUCTION,SSO-12158884,60.0,37.0,37.5,23.125,0.625,242.5
5144,7/13/2023,POR-11045088,Sofa,4.0,Assembly,100.0,2500.0,3700.0,PRODUCTION,SSO-12158884,25.0,37.0,625.0,925.0,25.0,6200.0
5145,7/13/2023,POR-11045089,Round Side Table,1.0,machine,3.83,15.0,9.25,PRODUCTION,SSO-12158884,3.91644908616188,2.415143603133159,15.0,9.25,3.83,24.25
5146,7/13/2023,POR-11045089,Round Side Table,1.0,Veneer,1.0,25.0,37.0,PRODUCTION,SSO-12158884,25.0,37.0,25.0,37.0,1.0,62.0
5147,7/13/2023,POR-11045089,Round Side Table,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,930.0
5148,7/13/2023,POR-11045090,Round Side Table,2.0,machine,7.0,25.2,15.54,PRODUCTION,SSO-12158884,3.6,2.2199999999999998,12.6,7.77,3.5,40.739999999999995
5149,7/13/2023,POR-11045090,Round Side Table,2.0,Veneer,8.0,200.0,296.0,PRODUCTION,SSO-12158884,25.0,37.0,100.0,148.0,4.0,496.0
5150,7/13/2023,POR-11045090,Round Side Table,2.0,Assembly,30.0,750.0,1110.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,1860.0
5151,7/13/2023,POR-11045095,Dining Side Chair,8.0,machine,9.25,30.0,18.5,PRODUCTION,SSO-12158884,3.2432432432432434,2.0,3.75,2.3125,1.15625,48.5
5152,7/13/2023,POR-11045095,Dining Side Chair,8.0,Assembly,56.0,1400.0,2072.0,PRODUCTION,SSO-12158884,25.0,37.0,175.0,259.0,7.0,3472.0
5153,7/13/2023,POR-11045096,Arm chair,1.0,machine,0.25,15.0,9.25,PRODUCTION,SSO-12158884,60.0,37.0,15.0,9.25,0.25,24.25
5154,7/13/2023,POR-11045096,Arm chair,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,930.0
5155,7/13/2023,POR-11045097,Arm chair,1.0,machine,0.25,15.0,9.25,PRODUCTION,SSO-12158884,60.0,37.0,15.0,9.25,0.25,24.25
5156,7/13/2023,POR-11045097,Arm chair,1.0,Assembly,15.0,375.0,555.0,PRODUCTION,SSO-12158884,25.0,37.0,375.0,555.0,15.0,930.0
5157,7/13/2023,POR-11045098,Banquette,1.0,machine,0.33,15.0,9.25,PRODUCTION,SSO-12158884,45.45454545454545,28.030303030303028,15.0,9.25,0.33,24.25
5158,7/13/2023,POR-11045098,Banquette,1.0,Assembly,10.0,250.0,370.0,PRODUCTION,SSO-12158884,25.0,37.0,250.0,370.0,10.0,620.0
